Symbol,Date,Adj Close,Close,High,Low,Open,Volume
AAPL,2018-01-02,40.26708221435547,43.064998626708984,43.07500076293945,42.314998626708984,42.540000915527344,102223600
AAPL,2018-01-03,40.26005172729492,43.057498931884766,43.63750076293945,42.9900016784668,43.13249969482422,118071600
AAPL,2018-01-04,40.44707107543945,43.25749969482422,43.36750030517578,43.02000045776367,43.1349983215332,89738400
AAPL,2018-01-05,40.90757369995117,43.75,43.842498779296875,43.26250076293945,43.36000061035156,94640000
AAPL,2018-01-08,40.75563430786133,43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,82271200
AAPL,2018-01-09,40.75096130371094,43.58250045776367,43.76499938964844,43.352500915527344,43.63750076293945,86336000
AAPL,2018-01-10,40.741607666015625,43.5724983215332,43.57500076293945,43.25,43.290000915527344,95839600
AAPL,2018-01-11,40.9730224609375,43.81999969482422,43.872501373291016,43.622501373291016,43.647499084472656,74670800
AAPL,2018-01-12,41.396121978759766,44.272499084472656,44.34000015258789,43.912498474121094,44.04499816894531,101672400
AAPL,2018-01-16,41.18574905395508,44.04750061035156,44.84749984741211,44.03499984741211,44.474998474121094,118263600
AAPL,2018-01-17,41.8659782409668,44.775001525878906,44.8125,43.76750183105469,44.037498474121094,137547200
AAPL,2018-01-18,41.90338897705078,44.814998626708984,45.025001525878906,44.5625,44.842498779296875,124773600
AAPL,2018-01-19,41.71638107299805,44.6150016784668,44.89500045776367,44.352500915527344,44.65250015258789,129700400
AAPL,2018-01-22,41.375091552734375,44.25,44.44499969482422,44.150001525878906,44.32500076293945,108434400
AAPL,2018-01-23,41.384429931640625,44.2599983215332,44.86000061035156,44.20500183105469,44.32500076293945,130756400
AAPL,2018-01-24,40.72523498535156,43.55500030517578,44.32500076293945,43.29999923706055,44.3125,204420400
AAPL,2018-01-25,39.99825668334961,42.77750015258789,43.73749923706055,42.63249969482422,43.627498626708984,166116000
AAPL,2018-01-26,40.09175109863281,42.877498626708984,43.0,42.51499938964844,43.0,156572000
AAPL,2018-01-29,39.261924743652344,41.9900016784668,42.540000915527344,41.76750183105469,42.540000915527344,202561600
AAPL,2018-01-30,39.03050231933594,41.74250030517578,41.842498779296875,41.17499923706055,41.38249969482422,184192800
AAPL,2018-01-31,39.13802719116211,41.85749816894531,42.11000061035156,41.625,41.717498779296875,129915600
AAPL,2018-02-01,39.2198486328125,41.94499969482422,42.154998779296875,41.689998626708984,41.79249954223633,188923200
AAPL,2018-02-02,37.51808166503906,40.125,41.70000076293945,40.025001525878906,41.5,346375200
AAPL,2018-02-05,36.58072280883789,39.122501373291016,40.970001220703125,39.0,39.775001525878906,290954000
AAPL,2018-02-06,38.10950469970703,40.75749969482422,40.93000030517578,38.5,38.70750045776367,272975200
AAPL,2018-02-07,37.29368209838867,39.8849983215332,40.849998474121094,39.76750183105469,40.772499084472656,206434400
AAPL,2018-02-08,36.26748275756836,38.787498474121094,40.25,38.75749969482422,40.0724983215332,217562000
AAPL,2018-02-09,36.71108627319336,39.102500915527344,39.47249984741211,37.560001373291016,39.26750183105469,282690400
AAPL,2018-02-12,38.18975830078125,40.6775016784668,40.97249984741211,39.377498626708984,39.625,243278000
AAPL,2018-02-13,38.57234191894531,41.084999084472656,41.1875,40.412498474121094,40.48749923706055,130196800
AAPL,2018-02-14,39.28351593017578,41.842498779296875,41.8849983215332,40.720001220703125,40.7599983215332,162579600
AAPL,2018-02-15,40.60258102416992,43.247501373291016,43.272499084472656,42.25,42.4474983215332,204588800
AAPL,2018-02-16,40.47115707397461,43.10749816894531,43.70500183105469,42.942501068115234,43.09000015258789,160704400
AAPL,2018-02-20,40.335025787353516,42.962501525878906,43.564998626708984,42.85499954223633,43.01250076293945,135722000
AAPL,2018-02-21,40.151947021484375,42.76750183105469,43.529998779296875,42.752498626708984,43.20750045776367,149886400
AAPL,2018-02-22,40.48757553100586,43.125,43.48749923706055,42.9275016784668,42.95000076293945,123967600
AAPL,2018-02-23,41.19171142578125,43.875,43.912498474121094,43.3849983215332,43.41749954223633,135249600
